Column1;player;nationality;position;squad;age;birth_year; value ;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
1199;Joelinton;br BRA;FW;Newcastle Utd;22;1996; 20 000 000.00 € ;186.00;Forward - Centre-Forward;right;Premier League;38.00;32.00;2683.00;2.00;2.00;0.00;0.00;7.00;0.00;0.07;0.07;0.13;0.07;0.13;4.80;4.80;2.40;0.16;0.08;0.24;0.16;0.24;29.80;52.00;15.00;0.00;28.80;1.74;0.50;0.04;0.13;0.09;-2.80;-2.80;640.00;801.00;79.90;9494.00;1702.00;378.00;443.00;85.30;190.00;241.00;78.80;47.00;62.00;75.80;-0.40;28.00;43.00;12.00;2.00;47.00;761.00;40.00;1.00;4.00;316.00;11.00;9.00;0.00;0.00;0.00;0.00;488.00;174.00;139.00;126.00;486.00;62.00;5.00;16.00;4.00;15.00;11.00;21.00;58.00;1.95;48.00;1.00;2.00;4.00;3.00;3.00;0.10;3.00;0.00;0.00;0.00;0.00;0.00;30.00;19.00;5.00;17.00;8.00;11.00;35.00;31.40;24.00;595.00;135.00;22.70;73.00;312.00;210.00;33.00;7.00;1.00;26.00;11.00;28.00;0.00;1224.00;40.00;129.00;686.00;474.00;109.00;1185.00;48.00;74.00;64.90;52.00;2.00;771.00;4776.00;2260.00;1573.00;873.00;55.50;127.00;82.00;0.00;32.00;39.00;20.00;0.00;0.00;0.00;180.00;146.00;226.00;39.20
1378;Darko LazoviÄ‡;rs SRB;DF;Hellas Verona;28;1990; 4 000 000.00 € ;181.00;Midfielder - Left Midfield;right;Serie A;38.00;37.00;3239.00;3.00;7.00;0.00;0.00;4.00;0.00;0.08;0.19;0.28;0.08;0.28;2.40;2.40;8.10;0.07;0.23;0.29;0.07;0.29;36.00;36.00;17.00;1.00;47.20;1.00;0.47;0.08;0.18;0.07;0.60;0.60;1253.00;1673.00;74.90;20547.00;8574.00;647.00;752.00;86.00;487.00;630.00;77.30;96.00;200.00;48.00;-1.10;53.00;66.00;78.00;20.00;184.00;1359.00;314.00;9.00;5.00;236.00;29.00;125.00;17.00;14.00;1.00;1.00;857.00;446.00;370.00;261.00;1052.00;56.00;288.00;8.00;8.00;39.00;40.00;76.00;106.00;2.95;83.00;5.00;12.00;5.00;1.00;18.00;0.50;15.00;0.00;2.00;1.00;0.00;0.00;32.00;14.00;18.00;8.00;6.00;13.00;37.00;35.10;24.00;278.00;78.00;28.10;91.00;100.00;87.00;46.00;4.00;1.00;42.00;12.00;52.00;0.00;1972.00;90.00;379.00;891.00;815.00;117.00;1659.00;45.00;99.00;45.50;48.00;3.00;1168.00;7935.00;5580.00;1485.00;1250.00;84.20;38.00;20.00;0.00;11.00;15.00;20.00;0.00;1.00;0.00;246.00;18.00;29.00;38.30
1818;Jan Oblak;si SVN;GK;AtlĂ©tico Madrid;26;1993; 90 000 000.00 € ;188.00;Goalkeeper;right;LaLiga;38.00;38.00;3395.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;558.00;960.00;58.10;22101.00;16430.00;64.00;65.00;98.50;167.00;171.00;97.70;324.00;720.00;45.00;0.00;0.00;13.00;1.00;0.00;1.00;543.00;417.00;103.00;1.00;45.00;18.00;0.00;0.00;0.00;0.00;0.00;265.00;35.00;660.00;49.00;723.00;1.00;0.00;111.00;5.00;33.00;4.00;3.00;2.00;0.05;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1011.00;896.00;1000.00;11.00;1.00;0.00;599.00;1.00;1.00;100.00;1.00;0.00;402.00;2327.00;1440.00;322.00;319.00;99.10;1.00;0.00;0.00;0.00;7.00;0.00;0.00;0.00;0.00;148.00;0.00;0.00;0.00
22;Lucien Agoume;fr FRA;MF;Inter;17;2002; 3 000 000.00 € ;185.00;Midfielder - Defensive Midfield;right;Serie A;3.00;0.00;68.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.08;0.08;0.00;0.08;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;36.00;39.00;92.30;671.00;201.00;16.00;17.00;94.10;16.00;18.00;88.90;4.00;4.00;100.00;-0.10;1.00;4.00;2.00;1.00;5.00;39.00;0.00;0.00;0.00;5.00;0.00;1.00;0.00;0.00;0.00;0.00;34.00;3.00;2.00;10.00;29.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;2.65;2.00;0.00;0.00;0.00;0.00;1.00;1.32;1.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;1.00;1.00;2.00;1.00;1.00;100.00;0.00;15.00;2.00;13.30;4.00;7.00;4.00;3.00;1.00;0.00;2.00;1.00;1.00;0.00;48.00;1.00;12.00;25.00;12.00;0.00;48.00;0.00;0.00;0.00;0.00;0.00;32.00;145.00;49.00;31.00;29.00;93.50;0.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;0.00;100.00
23;Kevin Agudelo;co COL;MF,FW;Fiorentina;20;1998; 2 000 000.00 € ;178.00;Midfielder - Attacking Midfield;left;Serie A;3.00;1.00;64.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.20;0.45;0.30;0.75;0.45;0.75;0.70;4.00;0.00;0.00;0.00;5.63;0.00;0.00;0.00;0.08;-0.30;-0.30;29.00;36.00;80.60;458.00;141.00;14.00;19.00;73.70;14.00;15.00;93.30;1.00;2.00;50.00;-0.20;2.00;1.00;1.00;0.00;3.00;36.00;0.00;0.00;0.00;11.00;0.00;0.00;0.00;0.00;0.00;0.00;27.00;6.00;3.00;30.00;4.00;2.00;0.00;0.00;0.00;1.00;1.00;0.00;6.00;8.44;4.00;0.00;2.00;0.00;0.00;1.00;1.41;1.00;0.00;0.00;0.00;0.00;0.00;3.00;1.00;1.00;1.00;1.00;0.00;1.00;0.00;1.00;22.00;6.00;27.30;6.00;9.00;7.00;1.00;0.00;0.00;1.00;0.00;0.00;0.00;47.00;0.00;9.00;22.00;20.00;2.00;47.00;2.00;2.00;100.00;2.00;0.00;33.00;269.00;167.00;40.00;32.00;80.00;0.00;2.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;11.00;0.00;2.00;0.00
24;Kevin Agudelo;co COL;MF,FW;Genoa;20;1998; 2 000 000.00 € ;178.00;Midfielder - Attacking Midfield;left;Serie A;10.00;7.00;666.00;1.00;1.00;0.00;0.00;5.00;1.00;0.14;0.14;0.27;0.14;0.27;1.10;1.10;1.20;0.15;0.16;0.31;0.15;0.31;7.40;10.00;2.00;0.00;20.00;1.35;0.27;0.10;0.50;0.11;-0.10;-0.10;245.00;301.00;81.40;3840.00;902.00;132.00;151.00;87.40;84.00;95.00;88.40;20.00;33.00;60.60;-0.20;11.00;20.00;5.00;0.00;17.00;295.00;6.00;1.00;1.00;77.00;4.00;10.00;4.00;3.00;1.00;0.00;214.00;51.00;36.00;241.00;38.00;14.00;1.00;4.00;0.00;2.00;5.00;13.00;31.00;4.19;21.00;0.00;5.00;0.00;1.00;2.00;0.27;1.00;0.00;0.00;0.00;0.00;0.00;25.00;18.00;12.00;10.00;3.00;10.00;26.00;38.50;16.00;217.00;46.00;21.20;72.00;109.00;36.00;12.00;1.00;0.00;11.00;6.00;3.00;0.00;402.00;6.00;82.00;217.00;147.00;20.00;396.00;21.00;33.00;63.60;23.00;0.00;326.00;2597.00;1639.00;348.00;285.00;81.90;12.00;13.00;1.00;20.00;11.00;1.00;0.00;1.00;0.00;55.00;4.00;6.00;40.00
25;Nayef Aguerd;ma MAR;DF;Dijon;23;1996; 2 000 000.00 € ;188.00;Defender - Centre-Back;left;Ligue 1;11.00;11.00;957.00;1.00;0.00;0.00;0.00;2.00;0.00;0.09;0.00;0.09;0.09;0.09;0.70;0.70;0.00;0.06;0.00;0.06;0.06;0.06;10.60;5.00;1.00;1.00;20.00;0.47;0.09;0.20;1.00;0.13;0.30;0.30;487.00;572.00;85.10;11842.00;4422.00;128.00;132.00;97.00;235.00;249.00;94.40;123.00;183.00;67.20;0.00;0.00;21.00;0.00;0.00;21.00;556.00;16.00;12.00;0.00;61.00;32.00;0.00;0.00;0.00;0.00;0.00;407.00;37.00;128.00;481.00;59.00;18.00;4.00;1.00;2.00;12.00;4.00;7.00;3.00;0.28;3.00;0.00;0.00;0.00;0.00;1.00;0.09;1.00;0.00;0.00;0.00;0.00;0.00;14.00;11.00;9.00;4.00;1.00;6.00;13.00;46.20;7.00;106.00;28.00;26.40;74.00;30.00;2.00;21.00;13.00;0.00;8.00;10.00;88.00;2.00;717.00;93.00;448.00;291.00;14.00;7.00;700.00;1.00;2.00;50.00;1.00;0.00;453.00;2148.00;1085.00;477.00;469.00;98.30;3.00;5.00;0.00;13.00;6.00;0.00;0.00;0.00;0.00;94.00;41.00;13.00;75.90
26;Sergio AgĂĽero;ar ARG;FW;Manchester City;31;1988; 52 000 000.00 € ;173.00;Forward - Centre-Forward;right;Premier League;24.00;18.00;1452.00;16.00;3.00;2.00;3.00;1.00;0.00;0.99;0.19;1.18;0.87;1.05;14.00;11.80;2.40;0.87;0.15;1.02;0.73;0.88;16.10;73.00;25.00;0.00;34.20;4.52;1.55;0.19;0.56;0.16;2.00;2.20;284.00;367.00;77.40;3746.00;786.00;175.00;212.00;82.50;81.00;104.00;77.90;11.00;13.00;84.60;0.60;16.00;12.00;20.00;0.00;32.00;349.00;18.00;1.00;5.00;90.00;1.00;8.00;0.00;0.00;0.00;0.00;273.00;71.00;23.00;41.00;303.00;11.00;1.00;9.00;0.00;4.00;11.00;15.00;51.00;3.16;28.00;0.00;9.00;9.00;5.00;8.00;0.50;4.00;0.00;1.00;2.00;1.00;0.00;7.00;5.00;0.00;4.00;3.00;1.00;6.00;16.70;5.00;222.00;56.00;25.20;13.00;74.00;135.00;15.00;2.00;0.00;13.00;2.00;3.00;0.00;572.00;2.00;21.00;210.00;383.00;154.00;551.00;27.00;45.00;60.00;28.00;2.00;428.00;2536.00;1404.00;780.00;450.00;57.70;24.00;41.00;0.00;9.00;9.00;6.00;2.00;0.00;0.00;61.00;2.00;14.00;12.50
27;Ruben Aguilar;fr FRA;DF;Monaco;26;1993; 6 000 000.00 € ;172.00;Defender - Right-Back;right;Ligue 1;19.00;11.00;1072.00;0.00;2.00;0.00;0.00;2.00;2.00;0.00;0.17;0.17;0.00;0.17;0.10;0.10;1.50;0.01;0.12;0.13;0.01;0.13;11.90;7.00;3.00;0.00;42.90;0.59;0.25;0.00;0.00;0.02;-0.10;-0.10;666.00;791.00;84.20;11011.00;4090.00;356.00;378.00;94.20;244.00;284.00;85.90;54.00;100.00;54.00;0.50;14.00;39.00;25.00;15.00;51.00;675.00;116.00;9.00;0.00;102.00;18.00;52.00;0.00;0.00;0.00;0.00;502.00;154.00;135.00;14.00;642.00;15.00;107.00;5.00;0.00;8.00;6.00;19.00;24.00;2.01;22.00;0.00;0.00;0.00;1.00;3.00;0.25;3.00;0.00;0.00;0.00;0.00;0.00;39.00;28.00;20.00;14.00;5.00;18.00;27.00;66.70;9.00;203.00;71.00;35.00;99.00;75.00;29.00;11.00;2.00;0.00;9.00;11.00;25.00;1.00;926.00;35.00;225.00;465.00;292.00;22.00;816.00;15.00;26.00;57.70;17.00;0.00;624.00;3148.00;1858.00;649.00;601.00;92.60;8.00;15.00;0.00;10.00;20.00;0.00;0.00;0.00;0.00;119.00;16.00;15.00;51.60
2006;Nick Pope;eng ENG;GK;Burnley;27;1992; 12 000 000.00 € ;191.00;Goalkeeper;right;Premier League;38.00;38.00;3420.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;0.00;0.02;0.02;0.00;0.02;38.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;536.00;1180.00;45.40;24496.00;19350.00;31.00;32.00;96.90;152.00;159.00;95.60;352.00;987.00;35.70;-0.60;4.00;39.00;1.00;0.00;0.00;718.00;462.00;155.00;1.00;105.00;31.00;0.00;1.00;1.00;0.00;0.00;217.00;69.00;894.00;59.00;838.00;3.00;1.00;168.00;8.00;63.00;5.00;4.00;8.00;0.21;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;5.00;1.00;20.00;5.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;1283.00;1067.00;1252.00;29.00;2.00;1.00;828.00;0.00;0.00;0.00;0.00;0.00;540.00;3474.00;2364.00;379.00;378.00;99.70;0.00;0.00;0.00;0.00;6.00;0.00;0.00;0.00;0.00;193.00;0.00;0.00;0.00
29;Jean-Eudes Aholou;ci CIV;MF;Saint-Ă‰tienne;25;1994; 4 000 000.00 € ;187.00;Midfielder - Defensive Midfield;left;Ligue 1;11.00;8.00;630.00;1.00;1.00;0.00;0.00;3.00;1.00;0.14;0.14;0.29;0.14;0.29;0.80;0.80;0.10;0.12;0.02;0.14;0.12;0.14;7.00;10.00;4.00;0.00;40.00;1.43;0.57;0.10;0.25;0.08;0.20;0.20;262.00;313.00;83.70;4836.00;830.00;103.00;118.00;87.30;122.00;135.00;90.40;32.00;50.00;64.00;0.90;3.00;17.00;0.00;0.00;19.00;306.00;7.00;6.00;0.00;53.00;6.00;2.00;0.00;0.00;0.00;0.00;236.00;54.00;23.00;254.00;40.00;11.00;1.00;1.00;2.00;13.00;8.00;6.00;12.00;1.71;7.00;0.00;1.00;0.00;1.00;1.00;0.14;0.00;0.00;0.00;0.00;0.00;0.00;21.00;19.00;5.00;14.00;2.00;4.00;11.00;36.40;7.00;148.00;57.00;38.50;24.00;104.00;20.00;8.00;1.00;0.00;7.00;12.00;13.00;0.00;409.00;15.00;87.00;277.00;70.00;12.00;405.00;10.00;13.00;76.90;12.00;0.00;277.00;1465.00;733.00;306.00;269.00;87.90;13.00;10.00;0.00;11.00;14.00;1.00;0.00;0.00;0.00;72.00;12.00;10.00;54.50
30;Joseph Aidoo;gh GHA;DF;Celta Vigo;23;1995; 6 000 000.00 € ;184.00;Defender - Centre-Back;right;LaLiga;32.00;27.00;2502.00;0.00;1.00;0.00;0.00;4.00;0.00;0.00;0.04;0.04;0.00;0.04;0.80;0.80;0.80;0.03;0.03;0.06;0.03;0.06;27.80;10.00;1.00;0.00;10.00;0.36;0.04;0.00;0.00;0.08;-0.80;-0.80;1073.00;1223.00;87.70;23986.00;6718.00;233.00;262.00;88.90;615.00;659.00;93.30;219.00;279.00;78.50;0.20;2.00;61.00;2.00;0.00;62.00;1177.00;46.00;38.00;1.00;169.00;32.00;1.00;0.00;0.00;0.00;0.00;954.00;105.00;164.00;232.00;904.00;52.00;8.00;3.00;0.00;14.00;6.00;18.00;13.00;0.47;9.00;1.00;1.00;2.00;0.00;2.00;0.07;2.00;0.00;0.00;0.00;0.00;0.00;40.00;26.00;28.00;11.00;1.00;8.00;28.00;28.60;20.00;304.00;108.00;35.50;218.00;79.00;7.00;42.00;16.00;0.00;26.00;33.00;162.00;1.00;1518.00;213.00;835.00;711.00;50.00;11.00;1475.00;11.00;15.00;73.30;12.00;0.00;962.00;5392.00;2315.00;954.00;934.00;97.90;5.00;8.00;0.00;17.00;16.00;0.00;0.00;2.00;0.00;248.00;59.00;50.00;54.10
513;Samuel Chukwueze;ng NGA;MF,FW;Villarreal;20;1999; 27 000 000.00 € ;172.00;Forward - Right Winger;left;LaLiga;37.00;20.00;2048.00;3.00;2.00;0.00;0.00;2.00;0.00;0.13;0.09;0.22;0.13;0.22;3.60;3.60;3.30;0.16;0.14;0.30;0.16;0.30;22.80;50.00;11.00;0.00;22.00;2.20;0.48;0.06;0.27;0.07;-0.60;-0.60;553.00;750.00;73.70;10360.00;2682.00;233.00;285.00;81.80;229.00;293.00;78.20;80.00;124.00;64.50;-1.30;35.00;36.00;33.00;9.00;79.00;737.00;13.00;0.00;5.00;154.00;21.00;45.00;3.00;0.00;0.00;0.00;499.00;129.00;122.00;683.00;21.00;26.00;8.00;5.00;2.00;13.00;20.00;41.00;99.00;4.36;69.00;0.00;13.00;3.00;11.00;14.00;0.62;7.00;0.00;3.00;1.00;3.00;0.00;18.00;15.00;8.00;5.00;5.00;7.00;21.00;33.30;14.00;347.00;97.00;28.00;75.00;157.00;115.00;29.00;1.00;0.00;28.00;9.00;8.00;1.00;1066.00;14.00;119.00;526.00;525.00;124.00;1053.00;60.00;99.00;60.60;62.00;3.00;874.00;7219.00;4990.00;1106.00;823.00;74.40;71.00;47.00;0.00;16.00;50.00;12.00;2.00;0.00;0.00;150.00;11.00;30.00;26.80
32;Youssef AĂŻt Bennasser;ma MAR;MF;Bordeaux;23;1996; 4 000 000.00 € ;184.00;Midfielder - Central Midfield;right;Ligue 1;12.00;6.00;536.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;0.17;0.17;0.00;0.17;0.00;0.00;0.10;0.01;0.02;0.03;0.01;0.03;6.00;2.00;0.00;0.00;0.00;0.34;0.00;0.00;0.00;0.01;0.00;0.00;357.00;413.00;86.40;6250.00;1555.00;172.00;188.00;91.50;149.00;163.00;91.40;35.00;52.00;67.30;0.90;4.00;28.00;3.00;0.00;38.00;406.00;7.00;5.00;2.00;93.00;5.00;1.00;1.00;1.00;0.00;0.00;330.00;48.00;35.00;63.00;330.00;13.00;1.00;1.00;2.00;6.00;6.00;3.00;8.00;1.34;8.00;0.00;0.00;0.00;0.00;2.00;0.34;2.00;0.00;0.00;0.00;0.00;0.00;11.00;7.00;7.00;4.00;0.00;2.00;25.00;8.00;23.00;164.00;48.00;29.30;41.00;108.00;15.00;12.00;2.00;0.00;10.00;5.00;7.00;0.00;473.00;12.00;81.00;365.00;47.00;1.00;466.00;6.00;12.00;50.00;7.00;0.00;340.00;1357.00;678.00;369.00;349.00;94.60;7.00;6.00;0.00;10.00;3.00;0.00;0.00;0.00;0.00;79.00;8.00;7.00;53.30
33;Rayan AĂŻt Nouri;fr FRA;DF;Angers;18;2001; 15 000 000.00 € ;179.00;Defender - Left-Back;left;Ligue 1;17.00;16.00;1282.00;0.00;2.00;0.00;0.00;3.00;0.00;0.00;0.14;0.14;0.00;0.14;0.20;0.20;0.90;0.01;0.06;0.07;0.01;0.07;14.20;4.00;0.00;0.00;0.00;0.28;0.00;0.00;0.00;0.04;-0.20;-0.20;625.00;801.00;78.00;10424.00;4748.00;340.00;371.00;91.60;231.00;283.00;81.60;50.00;119.00;42.00;1.10;12.00;35.00;18.00;12.00;49.00;649.00;152.00;7.00;1.00;104.00;21.00;38.00;3.00;0.00;2.00;1.00;446.00;147.00;208.00;554.00;72.00;22.00;142.00;1.00;2.00;19.00;17.00;30.00;22.00;1.54;17.00;3.00;0.00;0.00;1.00;4.00;0.28;4.00;0.00;0.00;0.00;0.00;0.00;32.00;18.00;13.00;11.00;8.00;6.00;24.00;25.00;18.00;224.00;83.00;37.10;104.00;83.00;37.00;32.00;1.00;0.00;31.00;13.00;51.00;0.00;996.00;40.00;310.00;491.00;269.00;16.00;846.00;19.00;41.00;46.30;22.00;2.00;617.00;3809.00;2408.00;609.00;565.00;92.80;20.00;20.00;0.00;11.00;12.00;0.00;0.00;0.00;0.00;143.00;19.00;8.00;70.40
34;Albian Ajeti;ch SUI;MF,FW;West Ham;22;1997; 4 000 000.00 € ;183.00;Forward - Centre-Forward;right;Premier League;9.00;0.00;139.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.10;0.07;0.03;0.11;0.07;0.11;1.50;3.00;0.00;0.00;0.00;1.94;0.00;0.00;0.00;0.04;-0.10;-0.10;15.00;18.00;83.30;152.00;8.00;12.00;12.00;100.00;2.00;5.00;40.00;0.00;0.00;0.00;-0.10;2.00;0.00;0.00;0.00;0.00;17.00;1.00;0.00;0.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;8.00;4.00;2.00;12.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;1.29;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;21.00;1.00;4.80;3.00;6.00;12.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;33.00;0.00;1.00;9.00;24.00;9.00;32.00;0.00;0.00;0.00;0.00;0.00;16.00;75.00;16.00;64.00;24.00;37.50;5.00;3.00;0.00;6.00;0.00;2.00;0.00;0.00;0.00;4.00;1.00;9.00;10.00
35;Ludovic Ajorque;re REU;FW;Strasbourg;25;1994; 6 000 000.00 € ;197.00;Forward - Centre-Forward;left;Ligue 1;26.00;24.00;2058.00;8.00;4.00;1.00;1.00;3.00;0.00;0.35;0.17;0.52;0.31;0.48;6.20;5.40;3.00;0.27;0.13;0.40;0.24;0.37;22.90;44.00;18.00;0.00;40.90;1.92;0.79;0.16;0.39;0.12;1.80;1.60;371.00;509.00;72.90;5861.00;927.00;199.00;252.00;79.00;127.00;177.00;71.80;33.00;52.00;63.50;1.00;14.00;14.00;12.00;4.00;27.00;486.00;23.00;0.00;2.00;170.00;11.00;18.00;0.00;0.00;0.00;0.00;260.00;155.00;94.00;254.00;113.00;48.00;3.00;7.00;5.00;11.00;13.00;12.00;36.00;1.57;27.00;0.00;3.00;3.00;2.00;10.00;0.44;6.00;0.00;1.00;1.00;2.00;0.00;18.00;14.00;3.00;13.00;2.00;3.00;19.00;15.80;16.00;280.00;75.00;26.80;19.00;146.00;115.00;11.00;2.00;0.00;9.00;3.00;23.00;0.00;755.00;22.00;52.00;415.00;315.00;110.00;731.00;14.00;27.00;51.90;15.00;1.00;404.00;1900.00;874.00;977.00;580.00;59.40;73.00;23.00;0.00;37.00;21.00;4.00;1.00;1.00;0.00;74.00;112.00;71.00;61.20
36;Manuel Akanji;ch SUI;DF;Dortmund;24;1995; 20 000 000.00 € ;187.00;Defender - Centre-Back;right;Bundesliga;29.00;25.00;2309.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.04;0.04;0.00;0.04;0.80;0.80;0.80;0.03;0.03;0.06;0.03;0.06;25.70;10.00;2.00;0.00;20.00;0.39;0.08;0.00;0.00;0.08;-0.80;-0.80;1767.00;1929.00;91.60;36920.00;11998.00;532.00;563.00;94.50;978.00;1017.00;96.20;249.00;324.00;76.90;0.20;3.00;103.00;2.00;0.00;85.00;1857.00;72.00;39.00;2.00;229.00;46.00;0.00;0.00;0.00;0.00;0.00;1586.00;174.00;169.00;448.00;1357.00;66.00;33.00;2.00;2.00;27.00;10.00;18.00;10.00;0.39;9.00;1.00;0.00;0.00;0.00;3.00;0.12;3.00;0.00;0.00;0.00;0.00;0.00;44.00;23.00;29.00;13.00;2.00;17.00;30.00;56.70;13.00;223.00;86.00;38.60;129.00;83.00;11.00;35.00;11.00;0.00;24.00;18.00;85.00;3.00;2161.00;235.00;1146.00;1087.00;82.00;15.00;2093.00;8.00;12.00;66.70;9.00;1.00;1589.00;9126.00;4667.00;1683.00;1657.00;98.50;10.00;6.00;0.00;11.00;23.00;0.00;0.00;0.00;1.00;231.00;41.00;31.00;56.90
37;Marley AkĂ©;fr FRA;FW,MF;Marseille;18;2001; 1 000 000.00 € ;177.00;Forward - Left Winger;right;Ligue 1;9.00;0.00;99.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;0.00;0.18;0.00;0.18;0.18;0.18;1.10;3.00;0.00;0.00;0.00;2.73;0.00;0.00;0.00;0.07;-0.20;-0.20;25.00;29.00;86.20;414.00;68.00;14.00;14.00;100.00;7.00;11.00;63.60;3.00;3.00;100.00;0.00;0.00;1.00;1.00;0.00;2.00;27.00;2.00;0.00;0.00;6.00;1.00;1.00;0.00;0.00;0.00;0.00;22.00;3.00;4.00;2.00;27.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;4.00;3.64;3.00;0.00;1.00;0.00;0.00;1.00;0.91;1.00;0.00;0.00;0.00;0.00;0.00;4.00;2.00;2.00;2.00;0.00;1.00;2.00;50.00;1.00;15.00;4.00;26.70;3.00;10.00;2.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;43.00;1.00;8.00;20.00;17.00;2.00;41.00;3.00;4.00;75.00;3.00;0.00;35.00;246.00;133.00;46.00;28.00;60.90;2.00;2.00;0.00;3.00;3.00;0.00;0.00;0.00;0.00;7.00;0.00;4.00;0.00
