;Players;Values
25;Izet Hajrovic;850 Tsd. €  
26;Justin Eilers;250 Tsd. €  
27;Max Kruse;12,00 Mio. €  
28;Fin Bartels;2,50 Mio. €  
29;Ishak Belfodil;5,50 Mio. €  
30;Aron Jóhannsson;1,75 Mio. €  
31;Yuning Zhang;1,50 Mio. €  
32;Johannes Eggestein;500 Tsd. €  
0;René Adler;1,00 Mio. €  
1;Florian Müller;1,00 Mio. €  
2;Jannik Huth;750 Tsd. €  
3;Robin Zentner;600 Tsd. €  
4;Finn Dahmen;100 Tsd. €  
5;Abdou Diallo;12,00 Mio. €  
6;Stefan Bell;6,00 Mio. €  
7;Alexander Hack;3,00 Mio. €  
8;Leon Balogun;2,00 Mio. €  
9;Niko Bungert;500 Tsd. €  
10;Marin Sverko;125 Tsd. €  
11;Gaëtan Bussmann;500 Tsd. €  
12;Giulio Donati;3,50 Mio. €  
13;Daniel Brosinski;3,00 Mio. €  
14;Ridle Baku;125 Tsd. €  
15;Jean-Philippe Gbamin;15,00 Mio. €  
16;Fabian Frei;2,25 Mio. €  
17;Nigel de Jong;1,00 Mio. €  
18;Suat Serdar;7,50 Mio. €  
19;Danny Latza;4,50 Mio. €  
20;Levin Öztunali;5,50 Mio. €  
21;Alexandru Maxim;2,00 Mio. €  
22;Philipp Klement;400 Tsd. €  
23;Viktor Fischer;3,50 Mio. €  
24;Pablo de Blasis;3,00 Mio. €  
25;Gerrit Holtmann;2,00 Mio. €  
26;Jairo Samperio;1,50 Mio. €  
27;Robin Quaison;3,50 Mio. €  
28;Yoshinori Muto;6,00 Mio. €  
29;Kenan Kodro;2,00 Mio. €  
30;Emil Berggreen;2,00 Mio. €  
31;Anthony Ujah;2,00 Mio. €  
32;Karim Onisiwo;500 Tsd. €  
0;Marwin Hitz;4,00 Mio. €  
1;Andreas Luthe;500 Tsd. €  
2;Fabian Giefer;350 Tsd. €  
3;Ioannis Gelios;100 Tsd. €  
4;Martin Hinteregger;10,00 Mio. €  
5;Jeffrey Gouweleeuw;8,00 Mio. €  
6;Kevin Danso;6,00 Mio. €  
7;Jan-Ingwer Callsen-Bracker;250 Tsd. €  
8;Christoph Janker;150 Tsd. €  
9;Philipp Max;15,00 Mio. €  
10;Konstantinos Stafylidis;3,50 Mio. €  
11;Kilian Jakob;200 Tsd. €  
12;Jonathan Schmid;2,50 Mio. €  
13;Daniel Opare;1,00 Mio. €  
14;Raphael Framberger;750 Tsd. €  
15;Simon Asta; 
16;Rani Khedira;3,50 Mio. €  
17;Daniel Baier;1,00 Mio. €  
18;Gojko Kacar;500 Tsd. €  
19;Ja-cheol Koo;3,50 Mio. €  
20;Jan Morávek;750 Tsd. €  
21;Efkan Bekiroglu;125 Tsd. €  
22;Marcel Heller;1,00 Mio. €  
23;Erik Thommy;5,00 Mio. €  
24;Romario Rösch; 
25;Marco Richter;1,00 Mio. €  
26;Michael Gregoritsch;14,00 Mio. €  
27;Maurice Malone; 
28;Alfred Finnbogason;10,00 Mio. €  
29;Caiuby;5,00 Mio. €  
30;Sergio Córdova;1,50 Mio. €  
31;Dong-won Ji;1,00 Mio. €  
32;Shawn Parker;150 Tsd. €  
0;Alexander Schwolow;6,00 Mio. €  
1;Rafal Gikiewicz;500 Tsd. €  
2;Patric Klandt;100 Tsd. €  
3;Caglar Söyüncü;18,00 Mio. €  
4;Robin Koch;7,00 Mio. €  
5;Marc Oliver Kempf;4,00 Mio. €  
6;Philipp Lienhart;2,50 Mio. €  
7;Manuel Gulde;2,50 Mio. €  
8;Georg Niedermeier;300 Tsd. €  
9;Christian Günter;5,00 Mio. €  
10;Gaëtan Bussmann;500 Tsd. €  
11;Chima Okoroji;100 Tsd. €  
12;Pascal Stenzel;5,00 Mio. €  
13;Lukas Kübler;1,50 Mio. €  
14;Mohamed Dräger;200 Tsd. €  
15;Nicolas Höfler;4,00 Mio. €  
16;Amir Abrashi;2,00 Mio. €  
17;Patrick Kammerbauer;700 Tsd. €  
18;Aleksandar Ignjovski;500 Tsd. €  
19;Caleb Stanko;400 Tsd. €  
20;Jonas Meffert;300 Tsd. €  
21;Julian Schuster;- 
22;Janik Haberer;5,00 Mio. €  
23;Mike Frantz;1,50 Mio. €  
24;Vincent Sierro;1,00 Mio. €  
25;Onur Bulut;800 Tsd. €  
26;Bartosz Kapustka;3,00 Mio. €  
27;Marco Terrazzino;2,50 Mio. €  
28;Ryan Kent;1,50 Mio. €  
29;Florian Kath;500 Tsd. €  
30;Yoric Ravet;3,00 Mio. €  
31;Nils Petersen;12,00 Mio. €  
32;Florian Niederlechner;4,50 Mio. €  
33;Lucas Höler;2,00 Mio. €  
34;Tim Kleindienst;2,00 Mio. €  
35;Karim Guédé;200 Tsd. €  
0;Timo Horn;7,00 Mio. €  
1;Thomas Kessler;350 Tsd. €  
2;Sven Müller;200 Tsd. €  
3;Brady Scott;25 Tsd. €  
4;Dominique Heintz;7,50 Mio. €  
5;Jorge Meré;7,00 Mio. €  
6;Frederik Sörensen;4,50 Mio. €  
7;Dominic Maroh;1,00 Mio. €  
8;João Queirós;800 Tsd. €  
9;Yann Aurel Bisseck;250 Tsd. €  
10;Filip Kusic;125 Tsd. €  
11;Jannes Horn;3,00 Mio. €  
12;Konstantin Rausch;2,20 Mio. €  
13;Tim Handwerker;500 Tsd. €  
14;Birk Risa;150 Tsd. €  
15;Lukas Klünter;3,00 Mio. €  
16;Pawel Olkowski;1,00 Mio. €  
17;Kevin Goden; 
18;Jonas Hector;15,00 Mio. €  
19;Marco Höger;2,00 Mio. €  
20;Matthias Lehmann;500 Tsd. €  
21;Vincent Koziello;4,00 Mio. €  
22;Salih Özcan;3,50 Mio. €  
23;Milos Jojic;2,50 Mio. €  
24;Nikolas Nartey;300 Tsd. €  
25;Marcel Risse;2,00 Mio. €  
26;Leonardo Bittencourt;6,00 Mio. €  
27;Anas Ouahim;100 Tsd. €  
28;Chris Führich;150 Tsd. €  
29;Ismail Jakobs;50 Tsd. €  
30;Christian Clemens;1,25 Mio. €  
31;Yuya Osako;4,50 Mio. €  
32;Jhon Córdoba;4,00 Mio. €  
33;Simon Terodde;2,50 Mio. €  
34;Serhou Guirassy;2,50 Mio. €  
35;Simon Zoller;1,75 Mio. €  
36;Claudio Pizarro;500 Tsd. €  
37;Artjoms Rudnevs;- 
0;Julian Pollersbeck;2,50 Mio. €  
1;Christian Mathenia;1,00 Mio. €  
2;Tom Mickel;250 Tsd. €  
3;Andreas Hirzel;100 Tsd. €  
4;Kyriakos Papadopoulos;5,00 Mio. €  
5;Rick van Drongelen;3,00 Mio. €  
6;Gideon Jung;3,00 Mio. €  
7;Mergim Mavraj;500 Tsd. €  
8;Bjarne Thoelke;250 Tsd. €  
9;Stephan Ambrosius;200 Tsd. €  
10;Douglas Santos;5,00 Mio. €  
11;Gotoku Sakai;1,50 Mio. €  
12;Young-jae Seo;100 Tsd. €  
13;Dennis Diekmeier;1,50 Mio. €  
14;Josha Vagnoman;200 Tsd. €  
15;Walace;4,50 Mio. €  
16;Albin Ekdal;2,50 Mio. €  
17;Matti Steinmann;500 Tsd. €  
18;Vasilije Janjicic;500 Tsd. €  
19;Sejad Salihovic;350 Tsd. €  
20;Filip Kostic;6,00 Mio. €  
21;Lewis Holtby;2,50 Mio. €  
22;Aaron Hunt;1,50 Mio. €  
23;Mohamed Gouaida;250 Tsd. €  
24;Tatsuya Ito;2,00 Mio. €  
25;Bakery Jatta;500 Tsd. €  
26;Mats Köhlert;100 Tsd. €  
27;Nicolai Müller;3,00 Mio. €  
28;André Hahn;1,50 Mio. €  
29;Luca Waldschmidt;2,50 Mio. €  
30;Fiete Arp;7,50 Mio. €  
31;Bobby Wood;2,00 Mio. €  
32;Sven Schipplock;350 Tsd. €  
33;Törles Knöll;250 Tsd. €  
0;Alphonse Areola;15,00 Mio. €  
1;Kevin Trapp;8,00 Mio. €  
2;Rémy Descamps;600 Tsd. €  
3;Sébastien Cibois; 
4;Marquinhos;55,00 Mio. €  
5;Presnel Kimpembe;30,00 Mio. €  
6;Thiago Silva;10,00 Mio. €  
7;Kévin Rimane;300 Tsd. €  
8;Layvin Kurzawa;20,00 Mio. €  
9;Yuri Berchiche;17,00 Mio. €  
10;Stanley Nsoki; 
11;Thomas Meunier;15,00 Mio. €  
12;Dani Alves;4,00 Mio. €  
13;Alec Georgen;200 Tsd. €  
14;Lassana Diarra;2,50 Mio. €  
15;Thiago Motta;1,00 Mio. €  
16;Lorenzo Callegari; 
17;Marco Verratti;70,00 Mio. €  
18;Adrien Rabiot;50,00 Mio. €  
19;Blaise Matuidi;30,00 Mio. €  
20;Antoine Bernede; 
21;Julian Draxler;35,00 Mio. €  
22;Giovani Lo Celso;30,00 Mio. €  
23;Javier Pastore;15,00 Mio. €  
24;Christopher Nkunku;10,00 Mio. €  
25;Hatem Ben Arfa;5,00 Mio. €  
26;Yacine Adli; 
27;Neymar;180,00 Mio. €  
28;Kylian Mbappé;120,00 Mio. €  
29;Gonçalo Guedes;40,00 Mio. €  
30;Jesé;7,50 Mio. €  
31;Ángel Di María;40,00 Mio. €  
32;Lucas Moura;28,00 Mio. €  
33;Edinson Cavani;60,00 Mio. €  
34;Timothy Weah;1,00 Mio. €  
0;Danijel Subasic;4,50 Mio. €  
1;Diego Benaglio;1,00 Mio. €  
2;Seydou Sy;750 Tsd. €  
3;Loïc Badiashile;150 Tsd. €  
4;Jemerson;18,00 Mio. €  
5;Kamil Glik;18,00 Mio. €  
6;Terence Kongolo;10,00 Mio. €  
7;Andrea Raggi;500 Tsd. €  
8;Safwan Mbaé; 
9;Jorge;12,00 Mio. €  
10;Julien Serrano;2,00 Mio. €  
11;Djibril Sidibé;23,00 Mio. €  
12;Almamy Touré;8,00 Mio. €  
13;Pierre-Daniel Nguinda;300 Tsd. €  
14;Fabinho;45,00 Mio. €  
15;Kévin N'Doram;6,00 Mio. €  
16;Ibrahima Diallo; 
17;Youri Tielemans;20,00 Mio. €  
18;João Moutinho;10,00 Mio. €  
19;Soualiho Meïté;8,00 Mio. €  
20;Adama Traoré;7,00 Mio. €  
21;Romain Faivre;100 Tsd. €  
22;Gabriel Boschilia;4,50 Mio. €  
23;Adrien Bongiovanni; 
24;Kylian Mbappé;120,00 Mio. €  
25;Thomas Lemar;65,00 Mio. €  
26;Keita Baldé;30,00 Mio. €  
27;Allan Saint-Maximin;20,00 Mio. €  
28;Adama Diakhaby;5,00 Mio. €  
29;Rony Lopes;28,00 Mio. €  
30;Rachid Ghezzal;4,00 Mio. €  
31;Jordi Mboula;4,00 Mio. €  
32;Gil Dias;3,00 Mio. €  
33;Guido Carrillo;15,00 Mio. €  
34;Stevan Jovetic;14,00 Mio. €  
35;Falcao;12,00 Mio. €  
36;Pietro Pellegri;8,00 Mio. €  
37;Moussa Sylla;3,00 Mio. €  
0;Anthony Lopes;20,00 Mio. €  
1;Mathieu Gorgelin;1,00 Mio. €  
2;Lucas Mocio;150 Tsd. €  
3;Dorian Grange;150 Tsd. €  
4;Anthony Racioppi; 
5;Mouctar Diakhaby;10,00 Mio. €  
6;Marcelo;9,00 Mio. €  
7;Mapou Yanga-Mbiwa;3,00 Mio. €  
8;Oumar Solet;1,00 Mio. €  
9;Jérémy Morel;250 Tsd. €  
10;Dylan Mboumbouni; 
11;Ferland Mendy;12,00 Mio. €  
12;Marçal;7,00 Mio. €  
13;Louis Nganioni;750 Tsd. €  
14;Rafael;9,00 Mio. €  
15;Kenny Tete;8,00 Mio. €  
16;Zachary Brault-Guillard; 
17;Lucas Tousart;25,00 Mio. €  
18;Christopher Martins Pereira;400 Tsd. €  
19;Elisha Owusu;100 Tsd. €  
20;Houssem Aouar;35,00 Mio. €  
21;Tanguy Ndombélé;25,00 Mio. €  
22;Sergi Darder;11,00 Mio. €  
23;Clément Grenier;4,00 Mio. €  
24;Jordan Ferri;4,00 Mio. €  
25;Pape Cheikh;3,00 Mio. €  
26;Nabil Fekir;60,00 Mio. €  
27;Memphis Depay;45,00 Mio. €  
28;Maxwel Cornet;15,00 Mio. €  
29;Willem Geubbels;6,00 Mio. €  
30;Amine Gouiri;4,50 Mio. €  
31;Bertrand Traoré;18,00 Mio. €  
32;Mariano Díaz;22,00 Mio. €  
33;Myziane Maolida;4,50 Mio. €  
0;Steve Mandanda;2,50 Mio. €  
1;Yohann Pelé;500 Tsd. €  
2;Florian Escales;150 Tsd. €  
3;Romain Cagnon; 
4;Adil Rami;7,00 Mio. €  
5;Aymen Abdennour;4,00 Mio. €  
6;Dória;1,50 Mio. €  
7;Rolando;750 Tsd. €  
8;Jordan Amavi;16,00 Mio. €  
9;Patrice Evra;1,00 Mio. €  
10;Henri Bedimo;400 Tsd. €  
11;Christopher Rocchia; 
12;Hiroki Sakai;6,00 Mio. €  
13;Bouna Sarr;6,00 Mio. €  
14;Tomas Hubocan;1,00 Mio. €  
15;André Zambo Anguissa;18,00 Mio. €  
16;Luiz Gustavo;15,00 Mio. €  
17;Grégory Sertic;4,00 Mio. €  
18;Boubacar Kamara;3,50 Mio. €  
19;Morgan Sanson;18,00 Mio. €  
20;Maxime López;8,00 Mio. €  
21;Rémy Cabella;9,00 Mio. €  
22;Dimitri Payet;22,00 Mio. €  
23;Florian Thauvin;50,00 Mio. €  
24;Lucas Ocampos;12,00 Mio. €  
25;Clinton N'Jie;10,00 Mio. €  
26;Yusuf Sari;500 Tsd. €  
27;Konstantinos Mitroglou;10,00 Mio. €  
28;Valère Germain;10,00 Mio. €  
0;Mike Maignan;4,00 Mio. €  
1;Hervé Koffi;500 Tsd. €  
2;Adam Jakubech;450 Tsd. €  
3;Adama Soumaoro;3,00 Mio. €  
4;Edgar Ié;3,00 Mio. €  
5;Júnior Alonso;2,00 Mio. €  
6;Kouadio-Yves Dabila;500 Tsd. €  
7;Ruben Droehnle;100 Tsd. €  
8;Fodé Ballo-Touré;2,00 Mio. €  
9;Hamza Mendyl;600 Tsd. €  
10;Scotty Sadzoute; 
11;Kévin Malcuit;7,50 Mio. €  
12;Benjamin Vérité;100 Tsd. €  
13;Thiago Mendes;5,50 Mio. €  
14;Boubakary Soumaré;5,00 Mio. €  
15;Thiago Maia;4,00 Mio. €  
16;Ibrahim Amadou;3,50 Mio. €  
17;Yves Bissouma;8,00 Mio. €  
18;Xeka;5,50 Mio. €  
19;Rominigue Kouamé;600 Tsd. €  
20;Valère Pollet;150 Tsd. €  
21;Chahreddine Boukholda; 
22;Yassine Benzia;5,00 Mio. €  
23;Farès Bahlouli;750 Tsd. €  
24;Nicolas Pépé;10,00 Mio. €  
25;Luiz Araújo;7,00 Mio. €  
26;Anwar El Ghazi;5,00 Mio. €  
27;Imad Faraj;500 Tsd. €  
28;Alexis Flips; 
29;Nicolas de Préville;7,00 Mio. €  
30;Lebo Mothiba;3,00 Mio. €  
31;Ezequiel Ponce;2,50 Mio. €  
0;Walter Benítez;3,50 Mio. €  
1;Yoan Cardinale;3,00 Mio. €  
2;Simon Pouplin;500 Tsd. €  
3;Yannis Clementia; 
4;Malang Sarr;15,00 Mio. €  
5;Marlon;6,00 Mio. €  
6;Maxime Le Marchand;4,00 Mio. €  
7;Olivier Boscagli;2,00 Mio. €  
8;Dante;1,50 Mio. €  
9;Gautier Lloris;150 Tsd. €  
10;Andy Pelmard; 
11;Dalbert;12,00 Mio. €  
12;Racine Coly;2,50 Mio. €  
13;Romain Perraud;150 Tsd. €  
14;Arnaud Souquet;4,50 Mio. €  
15;Patrick Burner;2,00 Mio. €  
16;Christophe Jallet;500 Tsd. €  
17;Nampalys Mendy;5,00 Mio. €  
18;Adrien Tamèze;4,00 Mio. €  
19;Albert Rafetraniaina;800 Tsd. €  
20;Jean Michaël Seri;30,00 Mio. €  
21;Wylan Cyprien;10,00 Mio. €  
22;Pierre Lees Melou;8,00 Mio. €  
23;Vincent Koziello;4,00 Mio. €  
24;Rémi Walter;3,00 Mio. €  
25;Jean-Victor Makengo;2,50 Mio. €  
26;Arnaud Lusamba;2,00 Mio. €  
27;Valentin Eysseric;5,00 Mio. €  
28;Wesley Sneijder;4,00 Mio. €  
29;Ihsan Sacko;2,00 Mio. €  
30;Allan Saint-Maximin;20,00 Mio. €  
31;Vincent Marcel;600 Tsd. €  
32;Bassem Srarfi;3,00 Mio. €  
33;Hicham Mahou; 
34;Mario Balotelli;24,00 Mio. €  
35;Alassane Plea;18,00 Mio. €  
36;Mickaël Le Bihan;900 Tsd. €  
37;Lamine Diaby-Fadiga; 
38;Ignatius Ganago; 
0;Tomas Koubek;7,00 Mio. €  
1;Abdoulaye Diallo;1,00 Mio. €  
2;Raïs M'Bolhi;600 Tsd. €  
3;Edvinas Gertmonas;300 Tsd. €  
4;Joris Gnagnon;15,00 Mio. €  
5;Jérémy Gélin;8,00 Mio. €  
6;Mexer;4,00 Mio. €  
7;Gerzino Nyamsi;200 Tsd. €  
8;Ramy Bensebaini;8,00 Mio. €  
9;Faitout Maouassa;4,50 Mio. €  
10;Ludovic Baal;1,00 Mio. €  
11;Afonso Figueiredo;800 Tsd. €  
12;Namakoro Diallo;300 Tsd. €  
13;Hamari Traoré;6,00 Mio. €  
14;Mehdi Zeffane;1,00 Mio. €  
15;Romain Danzé;750 Tsd. €  
16;Maxime Bernauer; 
17;Benjamin Bourigeaud;12,00 Mio. €  
18;Benjamin André;10,00 Mio. €  
19;James Léa Siliki;5,00 Mio. €  
20;Sanjin Prcic;2,50 Mio. €  
21;Nicolas Janvier;300 Tsd. €  
22;Anthony Ribelin;250 Tsd. €  
23;Yoann Gourcuff;2,00 Mio. €  
24;Sébastien Salles-Lamonge;300 Tsd. €  
25;Sabri Toufiqui;150 Tsd. €  
26;Ismaïla Sarr;14,00 Mio. €  
27;Morgan Amalfitano;500 Tsd. €  
28;Armand Laurienté; 
29;Wahbi Khazri;10,00 Mio. €  
30;Firmin Mubele;6,00 Mio. €  
31;Diafra Sakho;5,00 Mio. €  
32;Adrien Hunou;3,50 Mio. €  
33;Brandon;1,00 Mio. €  
34;Jordan Tell;300 Tsd. €  
0;Tomas Koubek;7,00 Mio. €  
1;Abdoulaye Diallo;1,00 Mio. €  
2;Raïs M'Bolhi;600 Tsd. €  
3;Edvinas Gertmonas;300 Tsd. €  
4;Joris Gnagnon;15,00 Mio. €  
5;Jérémy Gélin;8,00 Mio. €  
6;Mexer;4,00 Mio. €  
7;Gerzino Nyamsi;200 Tsd. €  
8;Ramy Bensebaini;8,00 Mio. €  
9;Faitout Maouassa;4,50 Mio. €  
10;Ludovic Baal;1,00 Mio. €  
11;Afonso Figueiredo;800 Tsd. €  
12;Namakoro Diallo;300 Tsd. €  
13;Hamari Traoré;6,00 Mio. €  
14;Mehdi Zeffane;1,00 Mio. €  
15;Romain Danzé;750 Tsd. €  
16;Maxime Bernauer;- 
17;Benjamin Bourigeaud;12,00 Mio. €  
18;Benjamin André;10,00 Mio. €  
19;James Léa Siliki;5,00 Mio. €  
20;Sanjin Prcic;2,50 Mio. €  
21;Nicolas Janvier;300 Tsd. €  
22;Anthony Ribelin;250 Tsd. €  
23;Yoann Gourcuff;2,00 Mio. €  
24;Sébastien Salles-Lamonge;300 Tsd. €  
25;Sabri Toufiqui;150 Tsd. €  
26;Ismaïla Sarr;14,00 Mio. €  
27;Morgan Amalfitano;500 Tsd. €  
28;Armand Laurienté;- 
29;Wahbi Khazri;10,00 Mio. €  
30;Firmin Mubele;6,00 Mio. €  
31;Diafra Sakho;5,00 Mio. €  
32;Adrien Hunou;3,50 Mio. €  
33;Brandon;1,00 Mio. €  
34;Jordan Tell;300 Tsd. €  
0;Benoît Costil;6,50 Mio. €  
1;Jérôme Prior;2,50 Mio. €  
2;Gaëtan Poussin;150 Tsd. €  
3;Over Mandanda;100 Tsd. €  
4;Jules Koundé;7,00 Mio. €  
5;Vukasin Jovanovic;3,00 Mio. €  
6;Pablo;3,00 Mio. €  
7;Paul Baysse;2,50 Mio. €  
8;Igor Lewczuk;1,00 Mio. €  
9;Olivier Verdon;150 Tsd. €  
10;Maxime Poundjé;4,50 Mio. €  
11;Théo Pellenard;2,00 Mio. €  
12;Diego Contento;1,50 Mio. €  
13;Youssouf Sabaly;7,00 Mio. €  
14;Milan Gajic;1,75 Mio. €  
15;Thomas Carrique; 
16;Otávio;6,50 Mio. €  
17;Jérémy Toulalan;- 
18;Aurélien Tchouaméni; 
19;Soualiho Meïté;8,00 Mio. €  
20;Lukas Lerager;6,00 Mio. €  
21;Younousse Sankharé;5,00 Mio. €  
22;Valentín Vada;4,00 Mio. €  
23;Mauro Arambarri;3,00 Mio. €  
24;Jaroslav Plasil;750 Tsd. €  
25;Zaydou Youssouf;150 Tsd. €  
26;Matheus Pereira;400 Tsd. €  
27;François Kamano;7,00 Mio. €  
28;Thomas Touré;1,50 Mio. €  
29;Malcom;45,00 Mio. €  
30;Jonathan Cafú;4,00 Mio. €  
31;Martin Braithwaite;8,00 Mio. €  
32;Nicolas de Préville;7,00 Mio. €  
33;Gaëtan Laborde;4,00 Mio. €  
34;Alexandre Mendy;2,50 Mio. €  
35;Ervin Taha; 
36;Aaron Boupendza; 
0;Stéphane Ruffier;5,00 Mio. €  
1;Anthony Maisonnial;600 Tsd. €  
2;Jessy Moulin;250 Tsd. €  
3;Alexis Guendouz;100 Tsd. €  
4;Neven Subotic;5,00 Mio. €  
5;Kévin Théophile-Catherine;4,00 Mio. €  
6;Loïc Perrin;4,00 Mio. €  
7;Léo Lacroix;2,50 Mio. €  
8;Florentin Pogba;1,50 Mio. €  
9;Ben Karamoko;175 Tsd. €  
10;Rayan Souici; 
11;Wesley Fofana; 
12;Gabriel Silva;2,50 Mio. €  
13;Cheikh M'Bengue;2,00 Mio. €  
14;Pierre-Yves Polomat;1,00 Mio. €  
15;Alexandros Katranis;750 Tsd. €  
16;Mathieu Debuchy;4,50 Mio. €  
17;Ronaël Pierre-Gabriel;4,00 Mio. €  
18;Saidy Janko;3,00 Mio. €  
19;Yann M'Vila;8,00 Mio. €  
20;Assane Dioussé;5,00 Mio. €  
21;Hernani;4,00 Mio. €  
22;Ole Selnaes;3,00 Mio. €  
23;Vincent Pajot;2,50 Mio. €  
24;Habib Maïga;1,20 Mio. €  
25;Bryan Dabo;4,50 Mio. €  
26;Kenny Rocha Santos;150 Tsd. €  
27;Mahdi Camara; 
28;Rémy Cabella;9,00 Mio. €  
29;Oussama Tannane;1,50 Mio. €  
30;Dylan Chambost; 
31;Jonathan Bamba;8,00 Mio. €  
32;Paul-Georges Ntep;4,00 Mio. €  
33;Kévin Monnet-Paquet;2,00 Mio. €  
34;Romain Hamouma;2,50 Mio. €  
35;Vagner;150 Tsd. €  
36;Loïs Diony;4,50 Mio. €  
37;Robert Beric;4,50 Mio. €  
38;Alexander Söderlund;1,50 Mio. €  
39;Samy Baghdadi; 
0;Ciprian Tatarusanu;4,00 Mio. €  
1;Maxime Dupé;800 Tsd. €  
2;Alexandre Olliero;400 Tsd. €  
3;Quentin Braat;150 Tsd. €  
4;Diego Carlos;10,00 Mio. €  
5;Chidozie Awaziem;6,00 Mio. €  
6;Nicolas Pallois;3,50 Mio. €  
7;Koffi Djidji;3,50 Mio. €  
8;Andrei Girotto;2,00 Mio. €  
9;Anthony Walongwa;400 Tsd. €  
10;Thomas Basila; 
11;Lucas Lima;4,50 Mio. €  
12;Joris Kayembe;1,00 Mio. €  
13;Léo Dubois;10,00 Mio. €  
14;Enock Kwateng;600 Tsd. €  
15;David Alcibiade;200 Tsd. €  
16;Abdoulaye Touré;8,00 Mio. €  
17;Guillaume Gillet;800 Tsd. €  
18;Valentin Rongier;9,00 Mio. €  
19;Rene Krhin;1,50 Mio. €  
20;Samuel Moutoussamy;500 Tsd. €  
21;Jules Iloki;1,25 Mio. €  
22;Alexis Alégué;250 Tsd. €  
23;Alexander Kacaniklic;1,50 Mio. €  
24;Adrien Thomasson;8,00 Mio. €  
25;Najib Gandi;200 Tsd. €  
26;Yassine El Ghanassy;1,50 Mio. €  
27;Abdoulaye Dabo; 
28;Emiliano Sala;12,00 Mio. €  
29;Mariusz Stepinski;4,00 Mio. €  
30;Kalifa Coulibaly;3,00 Mio. €  
31;Préjuce Nakoulma;2,50 Mio. €  
32;Kolbeinn Sigthórsson;2,50 Mio. €  
33;Yacine Bammou;1,50 Mio. €  
34;Santy Ngom;500 Tsd. €  
35;Randal Kolo Muani;150 Tsd. €  
0;Bingourou Kamara;2,50 Mio. €  
1;Alexandre Oukidja;700 Tsd. €  
2;Landry Bonnefoi;250 Tsd. €  
3;Bastien Rempp; 
4;Bakary Koné;1,50 Mio. €  
5;Pablo Martinez;800 Tsd. €  
6;Ernest Seka;600 Tsd. €  
7;Kader Mangane;500 Tsd. €  
8;Yoann Salmier;400 Tsd. €  
9;Duplexe Tchamba; 
10;Abdallah Ndour;600 Tsd. €  
11;Anthony Caci; 
12;Kenny Lala;5,00 Mio. €  
13;Dimitri Foulquier;2,00 Mio. €  
14;Ismaël Aaneba;150 Tsd. €  
15;Jean-Eudes Aholou;3,00 Mio. €  
16;Jérémy Grimm;600 Tsd. €  
17;Quentin Othon;500 Tsd. €  
18;Jonas Martin;3,00 Mio. €  
19;Dimitri Liénard;2,00 Mio. €  
20;Vincent Nogueira;1,50 Mio. €  
21;Anthony Gonçalves;500 Tsd. €  
22;Moataz Zemzemi;250 Tsd. €  
23;Ihsan Sacko;2,00 Mio. €  
24;Benjamin Corgnet;1,00 Mio. €  
25;Martin Terrier;9,00 Mio. €  
26;Stéphane Bahoken;3,00 Mio. €  
27;Idriss Saadi;2,00 Mio. €  
28;Nuno Da Costa;2,00 Mio. €  
29;Jérémy Blayac;250 Tsd. €  
30;Kévin Zohi; 
0;Benjamin Lecomte;6,00 Mio. €  
1;Laurent Pionnier;500 Tsd. €  
2;Dimitry Bertaud;150 Tsd. €  
3;Pedro Mendes;3,50 Mio. €  
4;Lukas Pokorny;1,50 Mio. €  
5;Nicolas Cozza;1,00 Mio. €  
6;Daniel Congré;750 Tsd. €  
7;Hilton;250 Tsd. €  
8;Bryan Passi; 
9;Jérôme Roussillon;8,00 Mio. €  
10;Ambroise Oyongo;750 Tsd. €  
11;Morgan Poaty;250 Tsd. €  
12;Nordi Mukiele;14,00 Mio. €  
13;Ruben Aguilar;6,00 Mio. €  
14;Ellyes Skhiri;10,00 Mio. €  
15;Junior Sambia;2,50 Mio. €  
16;Paul Lasne;2,50 Mio. €  
17;Facundo Píriz;1,50 Mio. €  
18;Killian Sanson;150 Tsd. €  
19;Romain Caumet; 
20;Stéphane Sessègnon;700 Tsd. €  
21;Isaac Mbenza;3,50 Mio. €  
22;Keagan Dolly;1,50 Mio. €  
23;Casimir Ninga;1,50 Mio. €  
24;Jonathan Ikoné;700 Tsd. €  
25;Souleymane Camara;250 Tsd. €  
26;Giovanni Sio;3,50 Mio. €  
27;Kévin Bérigaud;750 Tsd. €  
28;Jérémie Porsan-Clemente;150 Tsd. €  
29;Yanis Ammour; 
0;Alban Lafont;18,00 Mio. €  
1;Mauro Goicoechea;800 Tsd. €  
2;Marc Vidal;150 Tsd. €  
3;Issa Diop;22,00 Mio. €  
4;Christopher Jullien;6,00 Mio. €  
5;Steven Fortes;1,00 Mio. €  
6;Issiaga Sylla;3,00 Mio. €  
7;François Moubandje;2,50 Mio. €  
8;Kelvin Amian;5,00 Mio. €  
9;Steeve Yago;2,00 Mio. €  
10;Clément Michelin;1,25 Mio. €  
11;Giannelli Imbula;6,00 Mio. €  
12;Alexis Blin;6,00 Mio. €  
13;Ibrahim Sangaré;5,00 Mio. €  
14;Yannick Cahuzac;750 Tsd. €  
15;Yann Bodiger;3,00 Mio. €  
16;Somália;2,00 Mio. €  
17;Zinédine Machach;900 Tsd. €  
18;Jordan Sebban;50 Tsd. €  
19;Quentin Boisgard;50 Tsd. €  
20;Driss Khalid; 
