;Players;Values
23;Davide Seminara;100 Tsd. €  
24;Marco Imperiale;100 Tsd. €  
25;Niccolò Ricchi;75 Tsd. €  
26;Giovanni Di Lorenzo;9,00 Mio. €  
27;Kevin Diks;1,40 Mio. €  
28;Joel Untersee;700 Tsd. €  
29;Davide Zappella;175 Tsd. €  
30;Ismaël Bennacer;12,00 Mio. €  
31;Leonardo Capezzi;800 Tsd. €  
32;Samuele Damiani;175 Tsd. €  
33;Massimiliano Benucci;75 Tsd. €  
34;Luca Belardinelli; 
35;Rade Krunic;8,00 Mio. €  
36;Afriyie Acquah;1,80 Mio. €  
37;Salih Ucan;1,00 Mio. €  
38;Lorenzo Lollo;600 Tsd. €  
39;Marcel Büchel;500 Tsd. €  
40;Alberto Picchi;200 Tsd. €  
41;Matteo Brighi;200 Tsd. €  
42;Samuele Ricci; 
43;Marko Pajac;1,50 Mio. €  
44;Hamed Junior Traorè;14,00 Mio. €  
45;Miha Zajc;5,50 Mio. €  
46;Tommaso Fantacci;100 Tsd. €  
47;Alessandro Piu;400 Tsd. €  
48;Eduardo Baldé;50 Tsd. €  
49;Diego Farias;4,50 Mio. €  
50;Manuel Pucciarelli;2,00 Mio. €  
51;Arnel Jakupovic;400 Tsd. €  
52;Antonino La Gumina;6,00 Mio. €  
53;Francesco Caputo;4,00 Mio. €  
54;Dimitri Oberlin;2,80 Mio. €  
55;Samuel Mraz;1,00 Mio. €  
56;Levan Mchedlidze;400 Tsd. €  
57;Alejandro Rodríguez;400 Tsd. €  
58;Vincenzo Plescia;100 Tsd. €  
0;Thibaut Courtois;55,00 Mio. €  
1;Keylor Navas;10,00 Mio. €  
2;Andriy Lunin;7,50 Mio. €  
3;Kiko Casilla;3,00 Mio. €  
4;Luca Zidane;1,00 Mio. €  
5;Raphaël Varane;70,00 Mio. €  
6;Sergio Ramos;25,00 Mio. €  
7;Nacho Fernández;25,00 Mio. €  
8;Jesús Vallejo;10,00 Mio. €  
9;Javi Sánchez;2,00 Mio. €  
10;Adrián de la Fuente;300 Tsd. €  
11;Marcelo;25,00 Mio. €  
12;Theo Hernández;15,00 Mio. €  
13;Sergio Reguilón;15,00 Mio. €  
14;Fran García;250 Tsd. €  
15;Daniel Carvajal;50,00 Mio. €  
16;Álvaro Odriozola;25,00 Mio. €  
17;Casemiro;60,00 Mio. €  
18;Lucas Silva;2,00 Mio. €  
19;Toni Kroos;60,00 Mio. €  
20;Mateo Kovacic;35,00 Mio. €  
21;Dani Ceballos;30,00 Mio. €  
22;Luka Modric;20,00 Mio. €  
23;Federico Valverde;20,00 Mio. €  
24;Álvaro Fidalgo;300 Tsd. €  
25;Jaume Grau;300 Tsd. €  
26;Jaime Seoane;250 Tsd. €  
27;Isco;60,00 Mio. €  
28;James Rodríguez;50,00 Mio. €  
29;Brahim Díaz;17,00 Mio. €  
30;Martin Ødegaard;15,00 Mio. €  
31;Vinícius Júnior;70,00 Mio. €  
32;Marco Asensio;60,00 Mio. €  
33;Gareth Bale;60,00 Mio. €  
34;Lucas Vázquez;25,00 Mio. €  
35;Franchu;200 Tsd. €  
36;Marcos Llorente;20,00 Mio. €  
37;Karim Benzema;40,00 Mio. €  
38;Raúl de Tomás;20,00 Mio. €  
39;Mariano Díaz;20,00 Mio. €  
40;Cristo;5,00 Mio. €  
41;Borja Mayoral;4,00 Mio. €  
0;Marc-André ter Stegen;90,00 Mio. €  
1;Jasper Cillessen;18,00 Mio. €  
2;Adrián Ortolá;1,00 Mio. €  
3;Iñaki Peña;1,00 Mio. €  
4;Jokin Ezkieta;200 Tsd. €  
5;Clément Lenglet;60,00 Mio. €  
6;Samuel Umtiti;45,00 Mio. €  
7;Gerard Piqué;35,00 Mio. €  
8;Jeison Murillo;10,00 Mio. €  
9;Jean-Clair Todibo;8,00 Mio. €  
10;Chumi;2,50 Mio. €  
11;Thomas Vermaelen;2,50 Mio. €  
12;Jorge Cuenca;1,00 Mio. €  
13;Jordi Alba;50,00 Mio. €  
14;Juan Miranda;5,00 Mio. €  
15;Sergi Roberto;50,00 Mio. €  
16;Nélson Semedo;40,00 Mio. €  
17;Moussa Wagué;5,00 Mio. €  
18;Douglas;2,00 Mio. €  
19;Guillem Jaime;200 Tsd. €  
20;Sergio Busquets;50,00 Mio. €  
21;Oriol Busquets;2,50 Mio. €  
22;Sergi Samper;1,50 Mio. €  
23;Arthur;70,00 Mio. €  
24;Ivan Rakitic;40,00 Mio. €  
25;Carles Aleñá;30,00 Mio. €  
26;André Gomes;28,00 Mio. €  
27;Arturo Vidal;15,00 Mio. €  
28;Riqui Puig;10,00 Mio. €  
29;Marc Cucurella;10,00 Mio. €  
30;Philippe Coutinho;90,00 Mio. €  
31;Rafinha;15,00 Mio. €  
32;Denis Suárez;12,00 Mio. €  
33;Kevin-Prince Boateng;7,00 Mio. €  
34;Lionel Messi;150,00 Mio. €  
35;Ousmane Dembélé;100,00 Mio. €  
36;Malcom;40,00 Mio. €  
37;Carles Pérez;1,50 Mio. €  
38;Álex Collado;1,00 Mio. €  
39;Luis Suárez;50,00 Mio. €  
40;Paco Alcácer;37,00 Mio. €  
41;Munir El Haddadi;10,00 Mio. €  
42;Abel Ruiz;3,00 Mio. €  
43;Marc Cardona;1,50 Mio. €  
0;Jan Oblak;100,00 Mio. €  
1;Antonio Adán;1,50 Mio. €  
2;André Moreira;800 Tsd. €  
3;Axel Werner;600 Tsd. €  
4;Álex Dos Santos;200 Tsd. €  
5;José Giménez;70,00 Mio. €  
6;Stefan Savic;35,00 Mio. €  
7;Diego Godín;20,00 Mio. €  
8;Francisco Montero;10,00 Mio. €  
9;Nehuén Pérez;2,50 Mio. €  
10;Tachi;300 Tsd. €  
11;Lucas Hernández;70,00 Mio. €  
12;Filipe Luís;3,00 Mio. €  
13;Manu Sánchez; 
14;Sime Vrsaljko;20,00 Mio. €  
15;Santiago Arias;18,00 Mio. €  
16;Juanfran;3,00 Mio. €  
17;Carlos Isaac;200 Tsd. €  
18;Andrés Solano;200 Tsd. €  
19;Rodri;80,00 Mio. €  
20;Thomas Partey;50,00 Mio. €  
21;Gustavo Assunção; 
22;Saúl Ñíguez;90,00 Mio. €  
23;Koke;70,00 Mio. €  
24;Roberto Olabe;800 Tsd. €  
25;Toni Moya;300 Tsd. €  
26;Cristian Rodríguez;250 Tsd. €  
27;Mikel Carro;150 Tsd. €  
28;Bernard Mensah;2,30 Mio. €  
29;Thomas Lemar;40,00 Mio. €  
30;Vitolo;18,00 Mio. €  
31;Joaquín Muñoz;300 Tsd. €  
32;Ángel Correa;35,00 Mio. €  
33;Gelson Martins;28,00 Mio. €  
34;Víctor Mollejo;2,50 Mio. €  
35;Antoine Griezmann;130,00 Mio. €  
36;Álvaro Morata;50,00 Mio. €  
37;Diego Costa;25,00 Mio. €  
38;Nikola Kalinic;10,00 Mio. €  
39;Luciano Vietto;7,00 Mio. €  
40;Borja Garcés;3,00 Mio. €  
41;Sergio Camello;2,50 Mio. €  
0;Neto;18,00 Mio. €  
1;Jaume Doménech;2,50 Mio. €  
2;Cristian Rivero;250 Tsd. €  
3;Gabriel Paulista;20,00 Mio. €  
4;Mouctar Diakhaby;20,00 Mio. €  
5;Jeison Murillo;10,00 Mio. €  
6;Ezequiel Garay;8,00 Mio. €  
7;Rúben Vezo;6,00 Mio. €  
8;Aymen Abdennour;2,00 Mio. €  
9;Hugo Guillamón;200 Tsd. €  
10;José Gayà;50,00 Mio. €  
11;Toni Lato;5,00 Mio. €  
12;Álex Centelles;1,00 Mio. €  
13;Daniel Wass;14,00 Mio. €  
14;Cristiano Piccini;10,00 Mio. €  
15;Facundo Roncaglia;2,50 Mio. €  
16;Francis Coquelin;17,50 Mio. €  
17;Carlos Soler;50,00 Mio. €  
18;Geoffrey Kondogbia;30,00 Mio. €  
19;Dani Parejo;30,00 Mio. €  
20;Uros Racic;5,00 Mio. €  
21;Álvaro Medrán;1,80 Mio. €  
22;Kang-in Lee;10,00 Mio. €  
23;Gonçalo Guedes;40,00 Mio. €  
24;Denis Cheryshev;6,00 Mio. €  
25;Nacho Gil;700 Tsd. €  
26;Álex Blanco;500 Tsd. €  
27;Sito;200 Tsd. €  
28;Ferran Torres;20,00 Mio. €  
29;Rodrigo;50,00 Mio. €  
30;Michy Batshuayi;30,00 Mio. €  
31;Santi Mina;30,00 Mio. €  
32;Simone Zaza;10,00 Mio. €  
33;Kévin Gameiro;9,00 Mio. €  
34;Rubén Sobrino;3,00 Mio. €  
35;Fran Navarro;300 Tsd. €  
0;Pau López;20,00 Mio. €  
1;Joel Robles;5,00 Mio. €  
2;Marc Bartra;22,00 Mio. €  
3;Aïssa Mandi;16,00 Mio. €  
4;Sidnei;10,00 Mio. €  
5;Zouhair Feddal;5,00 Mio. €  
6;Alin Tosca;1,25 Mio. €  
7;Júnior Firpo;25,00 Mio. €  
8;Julio Alonso;100 Tsd. €  
9;Diego Altamirano;- 
10;Francis Guerrero;6,00 Mio. €  
11;Emerson;3,00 Mio. €  
12;Antonio Barragán;2,00 Mio. €  
13;Adrián Tellado; 
14;William Carvalho;25,00 Mio. €  
15;Javi García;2,00 Mio. €  
16;Edgar González;300 Tsd. €  
17;Víctor Camarasa;10,00 Mio. €  
18;Andrés Guardado;5,00 Mio. €  
19;Wilfrid Kaptoum;4,00 Mio. €  
20;Darko Brasanac;2,00 Mio. €  
21;José Manuel Irizo;150 Tsd. €  
22;Paul Akouokou;- 
23;Jaime Garijo; 
24;Giovani Lo Celso;50,00 Mio. €  
25;Sergio Canales;25,00 Mio. €  
26;Ryad Boudebouz;6,00 Mio. €  
27;Diego Lainez;14,00 Mio. €  
28;Cristian Tello;10,00 Mio. €  
29;Jesé;5,00 Mio. €  
30;Takashi Inui;4,00 Mio. €  
31;Joaquín;2,00 Mio. €  
32;Rober González;200 Tsd. €  
33;Loren Morón;10,00 Mio. €  
34;Antonio Sanabria;9,00 Mio. €  
35;Sergio León;3,00 Mio. €  
36;Alex Alegría;800 Tsd. €  
37;Juanjo Narváez;700 Tsd. €  
0;Tomas Vaclík;18,00 Mio. €  
1;Sergio Rico;12,00 Mio. €  
2;Juan Soriano;2,50 Mio. €  
3;Lucho García;250 Tsd. €  
4;Javi Díaz;200 Tsd. €  
5;Maximilian Wöber;10,00 Mio. €  
6;Sergi Gómez;9,00 Mio. €  
7;Simon Kjaer;8,00 Mio. €  
8;Joris Gnagnon;6,00 Mio. €  
9;Daniel Carriço;3,00 Mio. €  
10;Gabriel Mercado;2,50 Mio. €  
11;Nicolás Pareja;500 Tsd. €  
12;Juan Berrocal;500 Tsd. €  
13;Sergio Escudero;7,50 Mio. €  
14;Guilherme Arana;3,00 Mio. €  
15;Javi Vázquez;100 Tsd. €  
16;Aleix Vidal;4,00 Mio. €  
17;Jesús Navas;4,00 Mio. €  
18;Sébastien Corchia;2,00 Mio. €  
19;Ibrahim Amadou;7,00 Mio. €  
20;Maxime Gonalons;4,00 Mio. €  
21;Éver Banega;15,00 Mio. €  
22;Roque Mesa;7,00 Mio. €  
23;Marko Rog;6,00 Mio. €  
24;Franco Vázquez;15,00 Mio. €  
25;Ganso;2,00 Mio. €  
26;Borja Lasso;700 Tsd. €  
27;Pepe Mena;250 Tsd. €  
28;Quincy Promes;18,00 Mio. €  
29;Bryan Gil;10,00 Mio. €  
30;Nolito;2,00 Mio. €  
31;Pejiño;300 Tsd. €  
32;Pablo Sarabia;40,00 Mio. €  
33;Wissam Ben Yedder;40,00 Mio. €  
34;André Silva;22,00 Mio. €  
35;Luis Muriel;13,00 Mio. €  
36;Munir El Haddadi;10,00 Mio. €  
37;Carlos Fernández;2,00 Mio. €  
38;Marc Gual;1,00 Mio. €  
0;Gero Rulli;10,00 Mio. €  
1;Miguel Ángel Moyá;1,50 Mio. €  
2;Andoni Zubiaurre;300 Tsd. €  
3;Diego Llorente;25,00 Mio. €  
4;Aritz Elustondo;10,00 Mio. €  
5;Héctor Moreno;6,00 Mio. €  
6;Robin Le Normand;4,00 Mio. €  
7;Raúl Navas;3,00 Mio. €  
8;Theo Hernández;15,00 Mio. €  
9;Aihen Muñoz;7,50 Mio. €  
10;Kévin Rodrigues;3,00 Mio. €  
11;Joseba Zaldua;10,00 Mio. €  
12;Andoni Gorosabel;1,50 Mio. €  
13;Alex Sola;200 Tsd. €  
14;Igor Zubeldia;30,00 Mio. €  
15;Asier Illarramendi;25,00 Mio. €  
16;Mikel Merino;15,00 Mio. €  
17;Rubén Pardo;4,00 Mio. €  
18;Ander Guevara;2,50 Mio. €  
19;David Zurutuza;2,50 Mio. €  
20;Martín Zubimendi;100 Tsd. €  
21;Luca Sangalli;4,00 Mio. €  
22;Roberto López;1,00 Mio. €  
23;Mikel Oyarzabal;50,00 Mio. €  
24;Ander Barrenetxea;10,00 Mio. €  
25;Martín Merquelanz;400 Tsd. €  
26;Näis Djouahra;150 Tsd. €  
27;Adnan Januzaj;15,00 Mio. €  
28;Juanmi;8,00 Mio. €  
29;Zourdine Thior;300 Tsd. €  
30;Willian José;30,00 Mio. €  
31;Sandro Ramírez;4,00 Mio. €  
32;Jon Bautista;2,00 Mio. €  
0;Rubén Blanco;3,00 Mio. €  
1;Sergio Álvarez;2,00 Mio. €  
2;Iván Villar;300 Tsd. €  
3;Wesley Hoedt;12,00 Mio. €  
4;Néstor Araújo;8,00 Mio. €  
5;Júnior Alonso;3,00 Mio. €  
6;David Costas;3,00 Mio. €  
7;Gustavo Cabral;1,50 Mio. €  
8;Lucas Olaza;3,50 Mio. €  
9;David Juncà;1,50 Mio. €  
10;Robert Mazan;300 Tsd. €  
11;Hugo Mallo;15,00 Mio. €  
12;Facundo Roncaglia;2,50 Mio. €  
13;Kevin Vázquez;500 Tsd. €  
14;Stanislav Lobotka;25,00 Mio. €  
15;Okay Yokuslu;12,00 Mio. €  
16;Nemanja Radoja;3,00 Mio. €  
17;Fran Beltrán;18,00 Mio. €  
18;Mathias Jensen;2,50 Mio. €  
19;Jozabed Sánchez;2,00 Mio. €  
20;Ryad Boudebouz;6,00 Mio. €  
21;Sofiane Boufal;12,00 Mio. €  
22;Pione Sisto;8,00 Mio. €  
23;Brais Méndez;20,00 Mio. €  
24;Emre Mor;2,00 Mio. €  
25;Andrew Hjulsager;1,00 Mio. €  
26;Juan Hernández;500 Tsd. €  
27;Maxi Gómez;40,00 Mio. €  
28;Iago Aspas;25,00 Mio. €  
29;Gabriel Fernández;3,00 Mio. €  
30;Claudio Beauvue;2,50 Mio. €  
31;Dennis Eckert Ayensa;1,20 Mio. €  
32;Emmanuel Apeh;300 Tsd. €  
0;Sergio Asenjo;12,00 Mio. €  
1;Andrés Fernández;1,50 Mio. €  
2;Mariano Barbosa;400 Tsd. €  
3;Álvaro González;8,00 Mio. €  
4;Ramiro Funes Mori;8,00 Mio. €  
5;Víctor Ruiz;7,00 Mio. €  
6;Pau Torres;4,00 Mio. €  
7;Rúben Semedo;2,00 Mio. €  
8;Juan Ibiza;600 Tsd. €  
9;Daniele Bonera;200 Tsd. €  
10;Pepe Castaño;150 Tsd. €  
11;Alfonso Pedraza;22,00 Mio. €  
12;Jaume Costa;4,00 Mio. €  
13;Xavi Quintillà;1,00 Mio. €  
14;Mario Gaspar;10,00 Mio. €  
15;Miguelón;800 Tsd. €  
16;Andrei Ratiu;300 Tsd. €  
17;Santiago Cáseres;10,00 Mio. €  
18;Javi Fuego;800 Tsd. €  
19;Bruno Soriano;800 Tsd. €  
20;Manuel Iturra;400 Tsd. €  
21;Manu Trigueros;15,00 Mio. €  
22;Vicente Iborra;9,00 Mio. €  
23;Roberto Soriano;7,00 Mio. €  
24;Santi Cazorla;4,00 Mio. €  
25;Manu Morlanes;2,50 Mio. €  
26;Ramiro Guerra;200 Tsd. €  
27;Miguel Layún;3,00 Mio. €  
28;Pablo Fornals;25,00 Mio. €  
29;Iván Martín;300 Tsd. €  
30;Nicola Sansone;7,50 Mio. €  
31;Akram Afif;3,50 Mio. €  
32;Samu Chukwueze;30,00 Mio. €  
33;Dani Raba;2,00 Mio. €  
34;Leo Suárez;1,00 Mio. €  
35;Gerard Moreno;17,50 Mio. €  
36;Karl Toko Ekambi;17,50 Mio. €  
37;Enes Ünal;5,00 Mio. €  
38;Carlos Bacca;5,00 Mio. €  
0;Unai Simón;6,00 Mio. €  
1;Iago Herrerín;4,00 Mio. €  
2;Álex Remiro;1,50 Mio. €  
3;Hodei Oleaga;200 Tsd. €  
4;Iñigo Martínez;32,00 Mio. €  
5;Yeray Álvarez;25,00 Mio. €  
6;Unai Núñez;15,00 Mio. €  
7;Xabi Etxeita;2,00 Mio. €  
8;Dani Vivian;250 Tsd. €  
9;Yuri Berchiche;20,00 Mio. €  
10;Mikel Balenziaga;2,00 Mio. €  
11;Cristian Ganea;1,00 Mio. €  
12;Óscar de Marcos;6,00 Mio. €  
13;Ander Capa;3,00 Mio. €  
14;Iñigo Lekue;2,00 Mio. €  
15;Mikel San José;7,50 Mio. €  
16;Peru Nolaskoain;5,00 Mio. €  
17;Mikel Vesga;4,00 Mio. €  
18;Ander Iturraspe;2,50 Mio. €  
19;Beñat Etxebarria;4,00 Mio. €  
20;Dani García;4,00 Mio. €  
21;Unai López;1,50 Mio. €  
22;Mikel Rico;800 Tsd. €  
23;Iker Muniain;15,00 Mio. €  
24;Iñigo Córdoba;4,00 Mio. €  
25;Iñigo Vicente;1,00 Mio. €  
26;Markel Susaeta;6,00 Mio. €  
27;Ibai Gómez;4,00 Mio. €  
28;Iñaki Williams;50,00 Mio. €  
29;Raúl García;7,50 Mio. €  
30;Sabin Merino;1,00 Mio. €  
31;Kenan Kodro;1,00 Mio. €  
32;Aritz Aduriz;1,00 Mio. €  
33;Gorka Guruzeta;500 Tsd. €  
0;Roberto;1,50 Mio. €  
1;Diego López;1,00 Mio. €  
2;Mario Hermoso;25,00 Mio. €  
3;Naldo;2,00 Mio. €  
4;Óscar Duarte;1,00 Mio. €  
5;Lluis López;300 Tsd. €  
6;Iago Indias;200 Tsd. €  
7;Aarón Martín;20,00 Mio. €  
8;Adrià Pedrosa;10,00 Mio. €  
9;Dídac Vilà;4,00 Mio. €  
10;Roberto Rosales;2,50 Mio. €  
11;Javi López;1,00 Mio. €  
12;Pipa;300 Tsd. €  
13;Marc Roca;30,00 Mio. €  
14;David López;9,00 Mio. €  
15;Alfa Semedo;2,00 Mio. €  
16;Sergi Darder;14,00 Mio. €  
17;Víctor Sánchez;3,00 Mio. €  
18;Esteban Granero;3,00 Mio. €  
19;Álex López;400 Tsd. €  
20;Lei Wu;10,00 Mio. €  
21;Pablo Piatti;4,00 Mio. €  
22;Javi Puado;1,00 Mio. €  
23;Carlos Doncel;200 Tsd. €  
24;Óscar Melendo;10,00 Mio. €  
25;Leo Baptistão;4,50 Mio. €  
26;Hernán Pérez;1,50 Mio. €  
27;Borja Iglesias;28,00 Mio. €  
28;Facundo Ferreyra;4,00 Mio. €  
29;Álvaro Vázquez;1,00 Mio. €  
30;Sergio García;1,00 Mio. €  
31;Víctor Campuzano;300 Tsd. €  
0;David Soria;15,00 Mio. €  
1;Leandro Chichizola;1,00 Mio. €  
2;Filip Manojlovic;400 Tsd. €  
3;Rubén Yáñez;300 Tsd. €  
4;Djené;25,00 Mio. €  
5;Leandro Cabrera;5,00 Mio. €  
6;Bruno González;2,00 Mio. €  
7;Ignasi Miquel;2,00 Mio. €  
8;Miguel Rubio; 
9;Mathí­as Olivera;3,00 Mio. €  
10;Vitorino Antunes;2,50 Mio. €  
11;Dimitri Foulquier;3,50 Mio. €  
12;Damián Suárez;3,50 Mio. €  
13;Markel Bergara;800 Tsd. €  
14;Mathieu Flamini;600 Tsd. €  
15;Mauro Arambarri;15,00 Mio. €  
16;Nemanja Maksimovic;15,00 Mio. €  
17;Gaku Shibasaki;2,00 Mio. €  
18;Sebastián Cristóforo;1,80 Mio. €  
19;Amath Ndiaye;4,00 Mio. €  
20;Samu Saiz;2,00 Mio. €  
21;José Carlos Lazo;1,00 Mio. €  
22;Merveil Ndockyt;800 Tsd. €  
23;Francisco Portillo;4,00 Mio. €  
24;Iván Alejo;1,20 Mio. €  
25;Rober Ibáñez;1,00 Mio. €  
26;Álvaro Jiménez;600 Tsd. €  
27;Jaime Mata;10,00 Mio. €  
28;Sergi Guardiola;5,00 Mio. €  
29;Ángel Rodríguez;3,00 Mio. €  
30;Jorge Molina;2,00 Mio. €  
31;Hugo Duro;2,00 Mio. €  
32;Chuli;400 Tsd. €  
0;Fernando Pacheco;15,00 Mio. €  
1;Antonio Sivera;1,50 Mio. €  
2;Álex Domínguez; 
3;Guillermo Maripán;15,00 Mio. €  
4;Víctor Laguardia;10,00 Mio. €  
5;Rodrigo Ely;2,00 Mio. €  
6;Rafa Páez;400 Tsd. €  
7;Adrián Diéguez;300 Tsd. €  
8;Rubén Duarte;5,00 Mio. €  
9;Adrián Marín;800 Tsd. €  
10;Cristian Glauder;300 Tsd. €  
11;Martín Aguirregabiria;7,50 Mio. €  
12;Ximo Navarro;3,00 Mio. €  
13;Carlos Vigaray;600 Tsd. €  
14;Rafa Navarro;500 Tsd. €  
15;Manu García;2,00 Mio. €  
16;Dani Torres;900 Tsd. €  
17;Tomás Pina;2,50 Mio. €  
18;Mubarak Wakaso;2,50 Mio. €  
19;Darko Brasanac;2,00 Mio. €  
20;Javi Muñoz;500 Tsd. €  
21;Antonio Perera; 
22;Jony;10,00 Mio. €  
23;Takashi Inui;4,00 Mio. €  
24;Burgui;1,50 Mio. €  
25;Álex Blanco;500 Tsd. €  
26;Anderson Emanuel Cruz;200 Tsd. €  
27;Ibai Gómez;4,00 Mio. €  
28;Patrick Twumasi;1,20 Mio. €  
29;Nando García;400 Tsd. €  
30;Jonathan Calleri;9,00 Mio. €  
31;Rubén Sobrino;3,00 Mio. €  
32;John Guidetti;3,00 Mio. €  
33;Borja Bastón;2,00 Mio. €  
34;Diego Rolán;2,00 Mio. €  
35;Ermedin Demirovic;1,00 Mio. €  
0;Andriy Lunin;7,50 Mio. €  
1;Iván Cuéllar;800 Tsd. €  
2;Jon Ander Serantes;500 Tsd. €  
3;Andrés Prieto;200 Tsd. €  
4;David Tejero;150 Tsd. €  
5;Dimitrios Siovas;6,00 Mio. €  
6;Kenneth Omeruo;5,00 Mio. €  
7;Unai Bustinza;4,00 Mio. €  
8;Diego Reyes;2,00 Mio. €  
9;Rodri Tarín;2,00 Mio. €  
10;Ezequiel Muñoz;1,00 Mio. €  
11;Josua Mejías;200 Tsd. €  
12;Jonathan Silva;3,00 Mio. €  
13;Vasyl Kravets;3,00 Mio. €  
14;Raúl Carnero;1,00 Mio. €  
15;Allan Nyom;3,00 Mio. €  
16;Juanfran;2,50 Mio. €  
17;Rubén Pérez;7,50 Mio. €  
18;Mikel Vesga;4,00 Mio. €  
19;Gerard Gumbau;2,50 Mio. €  
20;Recio;3,00 Mio. €  
21;Facundo García;600 Tsd. €  
22;Óscar Rodríguez;10,00 Mio. €  
23;Fede Vico;1,50 Mio. €  
24;Javi Eraso;1,50 Mio. €  
25;José Manuel Arnáiz;2,50 Mio. €  
26;Alexander Szymanowski;1,50 Mio. €  
27;Dani Ojeda;400 Tsd. €  
28;Nabil El Zhar;2,00 Mio. €  
29;Javier Avilés;- 
30;Youssef En-Nesyri;12,00 Mio. €  
31;Martin Braithwaite;8,00 Mio. €  
32;Guido Carrillo;7,50 Mio. €  
33;Michael Santos;2,00 Mio. €  
34;Diego Rolán;2,00 Mio. €  
35;Sabin Merino;1,00 Mio. €  
36;Mamadou Koné;800 Tsd. €  
37;Owusu;300 Tsd. €  
0;Oier Olazábal;2,50 Mio. €  
1;Aitor Fernández;2,50 Mio. €  
2;Koke Vegas;800 Tsd. €  
3;Rúben Vezo;6,00 Mio. €  
4;Erick Cabaco;4,00 Mio. €  
5;Rober Pier;2,50 Mio. €  
6;Chema;2,50 Mio. €  
7;Sergio Postigo;2,50 Mio. €  
8;Genís Montolio;200 Tsd. €  
9;Antonio Luna;1,50 Mio. €  
10;Toño;1,00 Mio. €  
11;Coke;2,00 Mio. €  
12;Shaq Moore;300 Tsd. €  
13;Pedro López;200 Tsd. €  
14;Nikola Vukcevic;2,50 Mio. €  
15;Cheick Doukouré;1,00 Mio. €  
16;Pepelu;300 Tsd. €  
17;José Campaña;15,00 Mio. €  
18;Sanjin Prcic;4,00 Mio. €  
19;Fran Manzanara;300 Tsd. €  
20;Arturo Molina;250 Tsd. €  
21;Enis Bardhi;15,00 Mio. €  
22;Moses Simon;3,00 Mio. €  
23;Jason;5,00 Mio. €  
24;Rubén Rochina;4,00 Mio. €  
25;Samu García;- 
26;Roger Martí;10,00 Mio. €  
27;José Luis Morales;10,00 Mio. €  
28;Borja Mayoral;4,00 Mio. €  
29;Raphael Dwamena;2,50 Mio. €  
30;Emmanuel Boateng;2,50 Mio. €  
31;Armando Sadiku;700 Tsd. €  
0;Jordi Masip;6,00 Mio. €  
1;Yoel Rodríguez;1,50 Mio. €  
2;José Antonio Caro;400 Tsd. €  
3;Samuel Pérez;250 Tsd. €  
4;Fernando Calero;10,00 Mio. €  
5;Joaquín Fernández;3,00 Mio. €  
6;Kiko Olivas;2,00 Mio. €  
7;Alberto Guitián;600 Tsd. €  
8;Mohammed Salisu;250 Tsd. €  
9;Nacho Martínez;5,00 Mio. €  
10;Moi Delgado;300 Tsd. €  
11;Roberto Corral;250 Tsd. €  
12;Antoñito;2,00 Mio. €  
13;Javi Moyano;800 Tsd. €  
14;Javi Aparicio;150 Tsd. €  
15;Luismi;700 Tsd. €  
16;Borja Fernández;100 Tsd. €  
17;Rubén Alcaraz;10,00 Mio. €  
18;Fede San Emeterio;5,00 Mio. €  
19;Míchel Herrero;2,00 Mio. €  
20;Anuar;1,50 Mio. €  
21;Antonio Cotán;500 Tsd. €  
22;El Hacen;200 Tsd. €  
23;Antonio Domínguez;150 Tsd. €  
24;Pablo Muñoz;100 Tsd. €  
25;Toni Villa;4,00 Mio. €  
26;Waldo Rubio;1,00 Mio. €  
27;Óscar Plano;4,00 Mio. €  
28;Daniele Verde;2,50 Mio. €  
29;Keko Gontán;2,00 Mio. €  
30;Ivi López;1,00 Mio. €  
31;Leo Suárez;1,00 Mio. €  
32;Pablo Hervías;700 Tsd. €  
33;David Mayoral;300 Tsd. €  
34;Kuki Zalazar;250 Tsd. €  
35;Enes Ünal;5,00 Mio. €  
36;Sergi Guardiola;5,00 Mio. €  
37;Duje Cop;1,50 Mio. €  
38;Stiven Plaza;1,50 Mio. €  
39;Chris Ramos;250 Tsd. €  
40;Miguel de la Fuente;250 Tsd. €  
0;Marko Dmitrovic;10,00 Mio. €  
1;Yoel Rodríguez;1,50 Mio. €  
2;Asier Riesgo;400 Tsd. €  
3;Markel Areitio;200 Tsd. €  
4;Paulo Oliveira;6,00 Mio. €  
5;Pedro Bigas;3,00 Mio. €  
6;Anaitz Arbilla;2,00 Mio. €  
7;José Antonio Martínez;1,20 Mio. €  
8;Iván Ramis;1,00 Mio. €  
9;Unai Elgezabal;400 Tsd. €  
10;Kaiser;250 Tsd. €  
11;José Ángel;5,00 Mio. €  
12;Rubén Peña;10,00 Mio. €  
13;Jordi Calavera;600 Tsd. €  
14;Alberto Marí; 
15;Pape Diop;1,50 Mio. €  
16;Joan Jordán;12,00 Mio. €  
17;Gonzalo Escalante;4,00 Mio. €  
18;Sergio Álvarez;2,50 Mio. €  
19;Miguel Marí;250 Tsd. €  
20;Marc Cucurella;10,00 Mio. €  
21;Bebé;2,00 Mio. €  
22;Pablo de Blasis;2,00 Mio. €  
23;Pere Milla;700 Tsd. €  
24;Fabián Orellana;2,50 Mio. €  
25;Pedro León;1,80 Mio. €  
26;Pablo Hervías;700 Tsd. €  
27;Sergi Enrich;7,50 Mio. €  
28;Kike García;3,00 Mio. €  
29;Charles;2,00 Mio. €  
